+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_acl_sfc_exit_c1_for_cond_preheader_gradient_c1_exit_gradient_aunroll_x|thei_acl_sfc_exit_c1_for_cond_preheader_gradient_c1_exit_gradient183_data_fifo_aunroll_x                                                                                                                                                     ; 37    ; 1              ; 0            ; 1              ; 35     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_acl_sfc_exit_c1_for_cond_preheader_gradient_c1_exit_gradient_aunroll_x                                                                                                                                                                                                                                              ; 40    ; 0              ; 0            ; 0              ; 35     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist64_bgTrunc_i_add43_add960_gradient_sel_x_b_1                                                                                                                                                                                           ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist14_i_unnamed_gradient174_vt_select_31_b_1                                                                                                                                                                                              ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist63_bgTrunc_i_reduction_gradient_18_gradient_sel_x_b_1                                                                                                                                                                                  ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist15_i_unnamed_gradient170_vt_select_31_b_1                                                                                                                                                                                              ; 33    ; 1              ; 0            ; 1              ; 30     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist20_i_shr27_1_1_gradient_vt_select_9_b_1                                                                                                                                                                                                ; 13    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist24_i_reduction_gradient_6_gradient_vt_select_16_b_1                                                                                                                                                                                    ; 20    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist41_i_mul24_1_1_add806_gradient_vt_select_12_b_1                                                                                                                                                                                        ; 16    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist42_i_mul24_1_1_add750_gradient_vt_select_11_b_1                                                                                                                                                                                        ; 15    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist7_i_unnamed_gradient112_BitSelect_for_a_b_1                                                                                                                                                                                            ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist48_i_mul22_1_1_add310_gradient_vt_select_15_b_1                                                                                                                                                                                        ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist12_i_mul22_1_1_masked_gradient_BitSelect_for_a_b_1                                                                                                                                                                                     ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist6_i_unnamed_gradient124_BitSelect_for_a_b_1                                                                                                                                                                                            ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist23_i_reduction_gradient_7_gradient_vt_select_15_b_1                                                                                                                                                                                    ; 18    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist53_i_mul21_1_1_add372_gradient_vt_select_14_b_2                                                                                                                                                                                        ; 17    ; 1              ; 0            ; 1              ; 14     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist56_i_acl_pop_i32_rows_298_0_pop6_gradient_out_data_out_1                                                                                                                                                                               ; 35    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist28_i_reduction_gradient_17_gradient_vt_select_11_b_1                                                                                                                                                                                   ; 15    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist30_i_reduction_gradient_15_gradient_vt_select_10_b_1                                                                                                                                                                                   ; 14    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist19_i_shr27_1_2_gradient_vt_select_9_b_1                                                                                                                                                                                                ; 13    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist32_i_reduction_gradient_12_gradient_vt_select_16_b_1                                                                                                                                                                                   ; 20    ; 1              ; 0            ; 1              ; 17     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist39_i_mul24_1_2_add930_gradient_vt_select_12_b_1                                                                                                                                                                                        ; 16    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist40_i_mul24_1_2_add874_gradient_vt_select_11_b_1                                                                                                                                                                                        ; 15    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist3_i_unnamed_gradient151_BitSelect_for_a_b_1                                                                                                                                                                                            ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist47_i_mul22_1_2_add558_gradient_vt_select_15_b_1                                                                                                                                                                                        ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist11_i_mul22_1_2_masked_gradient_BitSelect_for_a_b_1                                                                                                                                                                                     ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist2_i_unnamed_gradient161_BitSelect_for_a_b_1                                                                                                                                                                                            ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist31_i_reduction_gradient_13_gradient_vt_select_15_b_1                                                                                                                                                                                   ; 18    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist52_i_mul21_1_2_add620_gradient_vt_select_14_b_2                                                                                                                                                                                        ; 17    ; 1              ; 0            ; 1              ; 14     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist60_i_acl_pop_i32_pop9_gradient_out_data_out_1                                                                                                                                                                                          ; 35    ; 9              ; 0            ; 9              ; 32     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_pop_i32_pop9_gradient|thei_acl_pop_i32_pop9_gradient132                                                                                                                                                                             ; 71    ; 0              ; 2            ; 0              ; 35     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_pop_i32_pop9_gradient                                                                                                                                                                                                               ; 71    ; 36             ; 0            ; 36             ; 35     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_push9_gradient|thei_acl_push_i32_push9_gradient134|fifo                                                                                                                                                                    ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_push9_gradient|thei_acl_push_i32_push9_gradient134                                                                                                                                                                         ; 39    ; 1              ; 0            ; 1              ; 67     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_push9_gradient                                                                                                                                                                                                             ; 38    ; 35             ; 0            ; 35             ; 67     ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_pop_i32_coalesced_pop3_gradient|thei_acl_pop_i32_coalesced_pop3_gradient60                                                                                                                                                          ; 71    ; 0              ; 0            ; 0              ; 35     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_pop_i32_coalesced_pop3_gradient                                                                                                                                                                                                     ; 71    ; 36             ; 0            ; 36             ; 35     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo|wr_ptr                                                                                              ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo|usedw_counter                                                                                       ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo|rd_ptr_msb                                                                                          ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo|three_comparison                                                                                    ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo|almost_full_comparer                                                                                ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo|FIFOram                                                                                             ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated|dpfifo                                                                                                     ; 37    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo|scfifo_component|auto_generated                                                                                                            ; 36    ; 1              ; 0            ; 1              ; 44     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo|fifo                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64|fifo                                                                                                                                                 ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient|thei_acl_push_i32_coalesced_push3_gradient64                                                                                                                                                      ; 39    ; 2              ; 0            ; 2              ; 67     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|thei_acl_push_i32_coalesced_push3_gradient                                                                                                                                                                                                   ; 37    ; 35             ; 0            ; 35             ; 67     ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
